price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
1450000,planta 5,exterior,2,137.0,1,0,Goya,barrio de salamanca
785000,planta 1,exterior,6,155.0,1,0,Goya,barrio de salamanca
750000,planta 1,interior,2,121.0,1,0,Lista,barrio de salamanca
600000,planta 5,exterior,3,93.0,1,0,Lista,barrio de salamanca
419000,planta 6,exterior,2,96.0,1,0,Guindalera,barrio de salamanca
750000,planta 6,exterior,2,71.0,1,0,Lista,barrio de salamanca
1190000,planta 4,exterior,4,158.0,1,0,Castellana,barrio de salamanca
840000,planta 2,exterior,3,115.0,1,0,Castellana,barrio de salamanca
525000,planta 4,interior,3,105.0,1,0,Lista,barrio de salamanca
875000,planta 3,exterior,2,87.0,1,0,Castellana,barrio de salamanca
630000,semi-sotano,interior,3,95.0,0,0,Goya,barrio de salamanca
875000,planta 3,exterior,2,90.0,1,0,Castellana,barrio de salamanca
895000,planta 1,exterior,3,130.0,1,0,Recoletos,barrio de salamanca
679000,planta 4,exterior,4,145.0,1,0,Fuente del Berro,barrio de salamanca
305000,planta 1,exterior,1,53.0,1,0,Fuente del Berro,barrio de salamanca
294000,planta 1,interior,1,49.0,1,0,Goya,barrio de salamanca
1224000,planta 6,exterior,4,156.0,1,0,Castellana,barrio de salamanca
995000,planta 2,exterior,2,146.0,1,1,Goya,barrio de salamanca
825000,planta 1,exterior,5,183.0,1,1,Goya,barrio de salamanca
825000,planta 1,exterior,5,183.0,1,1,Lista,barrio de salamanca
907210,planta 1,exterior,2,129.0,1,0,Goya,barrio de salamanca
435000,planta 1,interior,2,52.0,1,0,Castellana,barrio de salamanca
799000,planta 5,exterior,4,165.0,1,0,Goya,barrio de salamanca
649000,planta 5,exterior,2,70.0,1,0,Lista,barrio de salamanca
420000,planta 1,exterior,2,65.0,0,0,Recoletos,barrio de salamanca
1350000,planta 3,exterior,4,269.0,1,0,Goya,barrio de salamanca
669000,planta 6,exterior,2,98.0,1,0,Lista,barrio de salamanca
580000,planta 3,exterior,3,116.0,1,1,Guindalera,barrio de salamanca
1450000,planta 3,exterior,3,171.0,1,0,Castellana,barrio de salamanca
259000,bajo,exterior,2,52.0,0,0,Goya,barrio de salamanca
450000,planta 8,interior,2,72.0,1,0,Goya,barrio de salamanca
399000,bajo,interior,3,83.0,1,0,Goya,barrio de salamanca
1190000,planta 1,exterior,2,121.0,1,0,Recoletos,barrio de salamanca
419000,planta 2,interior,2,63.0,1,0,Castellana,barrio de salamanca
295000,bajo,interior,1,55.0,1,0,Castellana,barrio de salamanca
700000,planta 4,interior,4,114.0,1,0,Recoletos,barrio de salamanca
480000,planta 2,exterior,1,80.0,1,0,Lista,barrio de salamanca
415000,planta 2,interior,2,64.0,1,0,Castellana,barrio de salamanca
390000,planta 1,exterior,1,71.0,1,0,Goya,barrio de salamanca
350000,planta 1,interior,2,51.0,1,0,Lista,barrio de salamanca
595000,planta 5,interior,4,145.0,1,0,Goya,barrio de salamanca
720000,planta 4,exterior,3,106.0,1,0,Goya,barrio de salamanca
795000,planta 6,exterior,2,65.0,1,0,Recoletos,barrio de salamanca
1470000,planta 4,exterior,2,172.0,1,0,Recoletos,barrio de salamanca
870000,planta 1,exterior,4,183.0,1,0,Goya,barrio de salamanca
240000,planta 3,interior,2,49.0,0,0,Guindalera,barrio de salamanca
775000,planta 2,exterior,4,170.0,1,0,Fuente del Berro,barrio de salamanca
870000,chalet,exterior,7,216.0,0,0,Guindalera,barrio de salamanca
1100000,planta 7,interior,4,185.0,1,0,Castellana,barrio de salamanca
845000,planta 3,exterior,3,158.0,1,0,Lista,barrio de salamanca
829000,planta 3,interior,5,195.0,1,0,Lista,barrio de salamanca
630000,planta 1,exterior,3,121.0,1,1,Guindalera,barrio de salamanca
649000,planta 2,exterior,4,112.0,1,0,Goya,barrio de salamanca
970000,planta 3,exterior,2,120.0,1,0,Recoletos,barrio de salamanca
375000,planta 2,exterior,3,73.0,1,0,Guindalera,barrio de salamanca
657000,planta 2,exterior,3,117.0,1,0,Lista,barrio de salamanca
1295000,planta 5,exterior,4,196.0,1,1,Goya,barrio de salamanca
880000,entreplanta,exterior,6,184.0,1,1,Castellana,barrio de salamanca
850000,planta 1,interior,3,161.0,1,0,Castellana,barrio de salamanca
1395000,planta 1,exterior,3,137.0,0,0,Recoletos,barrio de salamanca
1100000,planta 7,interior,5,200.0,1,1,Castellana,barrio de salamanca
720000,planta 5,exterior,2,131.0,1,1,Guindalera,barrio de salamanca
870000,planta 4,exterior,2,105.0,1,0,Goya,barrio de salamanca
1290000,planta 3,exterior,4,211.0,1,0,Castellana,barrio de salamanca
1350000,planta 6,interior,2,130.0,1,0,Recoletos,barrio de salamanca
1350000,planta 3,exterior,3,138.0,1,0,Recoletos,barrio de salamanca
715000,planta 6,exterior,2,102.0,1,0,Lista,barrio de salamanca
260000,bajo,exterior,2,55.0,0,0,Guindalera,barrio de salamanca
329000,bajo,interior,2,54.0,1,0,Goya,barrio de salamanca
519000,planta 1,interior,3,83.0,1,0,Castellana,barrio de salamanca
995000,planta 1,exterior,4,171.0,1,0,Castellana,barrio de salamanca
799000,planta 4,exterior,4,112.0,1,0,Goya,barrio de salamanca
395000,bajo,interior,2,75.0,1,0,Goya,barrio de salamanca
557500,planta 4,interior,4,98.0,1,0,Goya,barrio de salamanca
670000,planta 2,exterior,1,58.0,1,1,Goya,barrio de salamanca
1130000,planta 4,exterior,4,145.0,1,0,Goya,barrio de salamanca
295000,planta 1,interior,1,45.0,1,0,Guindalera,barrio de salamanca
179990,planta 2,exterior,1,33.0,0,0,Guindalera,barrio de salamanca
1099860,planta 6,exterior,3,229.0,1,0,Guindalera,barrio de salamanca
685000,planta 4,exterior,3,103.0,1,0,Fuente del Berro,barrio de salamanca
1080000,planta 1,exterior,3,130.0,1,0,Goya,barrio de salamanca
895000,planta 6,exterior,2,107.0,1,0,Goya,barrio de salamanca
320000,bajo,exterior,2,60.0,1,0,Goya,barrio de salamanca
799000,planta 5,exterior,5,165.0,1,0,Goya,barrio de salamanca
690000,planta 6,exterior,4,154.0,1,0,Guindalera,barrio de salamanca
369000,entreplanta,interior,3,94.0,1,0,Fuente del Berro,barrio de salamanca
1190000,planta 1,exterior,2,125.0,1,0,Recoletos,barrio de salamanca
255000,semi-sotano,interior,2,45.0,1,0,Lista,barrio de salamanca
295000,entreplanta,interior,1,48.0,1,0,Guindalera,barrio de salamanca
355000,planta 3,exterior,2,48.0,1,0,Goya,barrio de salamanca
530000,planta 3,exterior,2,103.0,1,0,Fuente del Berro,barrio de salamanca
520000,planta 2,exterior,2,103.0,1,0,Fuente del Berro,barrio de salamanca
585000,bajo,exterior,2,118.0,1,0,Fuente del Berro,barrio de salamanca
500000,planta 1,interior,2,53.0,1,0,Lista,barrio de salamanca
282000,planta 1,interior,2,67.0,1,0,Lista,barrio de salamanca
650000,planta 1,exterior,5,165.0,1,1,Goya,barrio de salamanca
695000,planta 6,exterior,4,149.0,1,0,Guindalera,barrio de salamanca
630000,planta 2,exterior,3,110.0,1,0,Guindalera,barrio de salamanca
920000,planta 4,exterior,4,186.0,1,0,Lista,barrio de salamanca
265000,bajo,exterior,3,104.0,1,0,Goya,barrio de salamanca
595000,planta 1,exterior,3,180.0,1,1,Guindalera,barrio de salamanca
795000,bajo,exterior,1,159.0,1,0,Guindalera,barrio de salamanca
475000,planta 1,exterior,2,102.0,1,0,Fuente del Berro,barrio de salamanca
1250000,planta 5,exterior,4,200.0,1,0,Goya,barrio de salamanca
472500,planta 3,exterior,2,111.0,1,0,Guindalera,barrio de salamanca
829000,planta 4,exterior,3,112.0,1,0,Goya,barrio de salamanca
580000,planta 7,exterior,2,91.0,1,0,Lista,barrio de salamanca
669000,planta 6,exterior,3,100.0,1,0,Lista,barrio de salamanca
629000,planta 5,exterior,4,160.0,1,0,Guindalera,barrio de salamanca
620000,entreplanta,exterior,4,120.0,1,1,Guindalera,barrio de salamanca
280000,planta 1,interior,2,45.0,1,0,Goya,barrio de salamanca
690000,planta 4,exterior,4,175.0,1,1,Goya,barrio de salamanca
245000,entreplanta,exterior,1,55.0,1,0,Fuente del Berro,barrio de salamanca
655000,planta 1,exterior,2,88.0,1,0,Goya,barrio de salamanca
260000,planta 3,exterior,2,73.0,1,0,Guindalera,barrio de salamanca
1100000,planta 7,exterior,5,176.0,1,0,Castellana,barrio de salamanca
715000,planta 4,exterior,3,135.0,1,0,Lista,barrio de salamanca
369000,planta 3,exterior,2,59.0,1,0,Lista,barrio de salamanca
465000,planta 2,exterior,4,137.0,0,0,Guindalera,barrio de salamanca
1080000,planta 1,exterior,3,121.0,0,0,Goya,barrio de salamanca
395000,planta 4,interior,2,64.0,1,0,Lista,barrio de salamanca
1000000,planta 6,exterior,3,121.0,1,0,Lista,barrio de salamanca
840000,planta 4,interior,2,80.0,1,0,Recoletos,barrio de salamanca
329995,planta 1,exterior,2,65.0,1,0,Lista,barrio de salamanca
170000,bajo,exterior,2,50.0,0,0,Fuente del Berro,barrio de salamanca
950000,planta 4,exterior,4,141.0,1,0,Castellana,barrio de salamanca
130000,planta 4,interior,1,29.0,0,0,Fuente del Berro,barrio de salamanca
293000,planta 1,exterior,1,80.0,1,0,Guindalera,barrio de salamanca
435000,planta 1,interior,2,65.0,1,0,Goya,barrio de salamanca
773000,planta 5,exterior,5,192.0,1,0,Guindalera,barrio de salamanca
1320000,planta 1,exterior,3,162.0,1,1,Lista,barrio de salamanca
750000,planta 7,exterior,2,119.0,1,0,Lista,barrio de salamanca
1090000,planta 7,exterior,2,131.0,1,0,Goya,barrio de salamanca
615000,planta 2,interior,5,142.0,1,0,Goya,barrio de salamanca
340000,planta 1,interior,1,41.0,0,0,Castellana,barrio de salamanca
450000,bajo,exterior,2,66.0,1,0,Recoletos,barrio de salamanca
310000,planta 3,interior,1,58.0,1,0,Goya,barrio de salamanca
1420000,planta 6,exterior,4,225.0,1,1,Lista,barrio de salamanca
880000,planta 3,exterior,3,185.0,1,0,Goya,barrio de salamanca
1200000,planta 2,exterior,3,156.0,1,0,Castellana,barrio de salamanca
1475000,planta 2,exterior,4,183.0,1,0,Recoletos,barrio de salamanca
1430000,planta 3,exterior,4,190.0,1,0,Recoletos,barrio de salamanca
1150000,planta 3,exterior,2,137.0,1,0,Recoletos,barrio de salamanca
865000,planta 5,exterior,5,142.0,1,0,Lista,barrio de salamanca
294900,planta 3,interior,1,45.0,1,0,Lista,barrio de salamanca
1120000,planta 2,exterior,3,140.0,1,0,Castellana,barrio de salamanca
580000,planta 1,exterior,3,102.0,1,0,Lista,barrio de salamanca
630000,planta 1,interior,2,100.0,1,0,Goya,barrio de salamanca
499000,planta 3,exterior,3,115.0,1,0,Fuente del Berro,barrio de salamanca
1290000,chalet,exterior,5,251.0,0,0,Guindalera,barrio de salamanca
750000,planta 1,exterior,2,80.0,1,0,Castellana,barrio de salamanca
280000,planta 1,interior,1,42.0,1,0,Lista,barrio de salamanca
245000,semi-sotano,exterior,2,64.0,1,0,Lista,barrio de salamanca
790000,planta 4,exterior,2,94.0,1,0,Goya,barrio de salamanca
715000,planta 2,exterior,2,78.0,1,0,Lista,barrio de salamanca
750000,planta 3,interior,2,120.0,1,0,Recoletos,barrio de salamanca
1190000,planta 2,exterior,3,138.0,1,0,Castellana,barrio de salamanca
1395000,planta 4,exterior,3,176.0,1,0,Castellana,barrio de salamanca
990000,planta 2,exterior,3,130.0,1,0,Goya,barrio de salamanca
1180000,planta 4,exterior,3,148.0,1,0,Lista,barrio de salamanca
525000,planta 1,exterior,3,89.0,0,0,Goya,barrio de salamanca
395000,planta 3,interior,2,45.0,1,0,Goya,barrio de salamanca
990000,planta 2,exterior,3,135.0,1,0,Lista,barrio de salamanca
1380000,planta 4,exterior,2,125.0,1,0,Recoletos,barrio de salamanca
768000,planta 2,exterior,4,144.0,1,0,Fuente del Berro,barrio de salamanca
335000,planta 3,exterior,1,35.0,1,0,Recoletos,barrio de salamanca
925000,planta 3,exterior,3,108.0,1,0,Lista,barrio de salamanca
550000,planta 10,exterior,4,112.0,1,1,Guindalera,barrio de salamanca
978000,planta 3,exterior,5,224.0,1,0,Guindalera,barrio de salamanca
360000,planta 2,exterior,2,74.0,1,0,Guindalera,barrio de salamanca
930000,planta 6,exterior,2,120.0,1,0,Castellana,barrio de salamanca
250000,planta 1,interior,1,42.0,1,0,Goya,barrio de salamanca
380000,planta 3,exterior,2,60.0,1,0,Goya,barrio de salamanca
270000,planta 2,exterior,4,93.0,1,0,Guindalera,barrio de salamanca
690000,planta 6,interior,1,89.0,1,0,Recoletos,barrio de salamanca
1425000,planta 2,exterior,3,156.0,1,0,Castellana,barrio de salamanca
1399000,planta 6,exterior,3,150.0,1,0,Goya,barrio de salamanca
675000,planta 2,exterior,2,133.0,1,0,Goya,barrio de salamanca
340000,planta 5,exterior,2,57.0,1,0,Fuente del Berro,barrio de salamanca
925000,planta 3,exterior,2,112.0,1,0,Lista,barrio de salamanca
800000,planta 4,exterior,2,90.0,1,0,Recoletos,barrio de salamanca
448700,planta 1,exterior,3,86.0,1,0,Goya,barrio de salamanca
512000,planta 2,,2,86.0,1,0,Goya,barrio de salamanca
575000,planta 5,exterior,3,142.0,1,1,Guindalera,barrio de salamanca
1120000,planta 1,exterior,3,115.0,1,1,Recoletos,barrio de salamanca
330000,bajo,exterior,3,82.0,1,0,Guindalera,barrio de salamanca
339000,sotano,interior,3,70.0,0,0,Goya,barrio de salamanca
780000,planta 3,interior,3,115.0,1,0,Goya,barrio de salamanca
749000,planta 6,exterior,2,94.0,1,0,Lista,barrio de salamanca
1250000,planta 2,exterior,4,161.0,1,1,Goya,barrio de salamanca
830000,planta 3,exterior,3,143.0,1,0,Lista,barrio de salamanca
330000,bajo,interior,2,45.0,1,0,Castellana,barrio de salamanca
660000,planta 5,interior,2,120.0,1,0,Lista,barrio de salamanca
1170000,planta 3,exterior,3,154.0,1,0,Lista,barrio de salamanca
890000,planta 2,exterior,3,126.0,1,0,Lista,barrio de salamanca
395000,planta 6,interior,2,63.0,1,0,Castellana,barrio de salamanca
700000,planta 3,interior,3,124.0,1,0,Guindalera,barrio de salamanca
780000,planta 1,exterior,3,145.0,1,0,Goya,barrio de salamanca
1230000,planta 5,exterior,3,145.0,1,0,Castellana,barrio de salamanca
1230000,planta 5,exterior,3,145.0,1,0,Goya,barrio de salamanca
1290000,planta 3,exterior,3,143.0,1,0,Castellana,barrio de salamanca
400000,entreplanta,exterior,2,50.0,1,0,Goya,barrio de salamanca
1200000,planta 4,exterior,4,175.0,1,0,Lista,barrio de salamanca
525000,planta 2,interior,4,114.0,1,0,Fuente del Berro,barrio de salamanca
350000,bajo,interior,3,102.0,1,0,Guindalera,barrio de salamanca
618000,planta 1,exterior,3,150.0,1,0,Guindalera,barrio de salamanca
640000,planta 4,exterior,4,175.0,1,1,Guindalera,barrio de salamanca
569000,planta 7,exterior,3,95.0,1,0,Lista,barrio de salamanca
430500,planta 1,exterior,4,106.0,1,0,Guindalera,barrio de salamanca
795000,planta 3,exterior,3,95.0,1,1,Goya,barrio de salamanca
715000,planta 1,exterior,4,127.0,1,0,Goya,barrio de salamanca
389000,planta 2,interior,1,60.0,1,0,Castellana,barrio de salamanca
448700,planta 1,interior,2,86.0,1,0,Goya,barrio de salamanca
1150000,planta 1,exterior,6,205.0,1,0,Recoletos,barrio de salamanca
430500,planta 1,exterior,4,94.0,1,0,Guindalera,barrio de salamanca
420000,planta 3,interior,2,58.0,1,0,Lista,barrio de salamanca
469900,planta 6,exterior,2,62.0,1,0,Lista,barrio de salamanca
680000,planta 5,exterior,3,105.0,1,0,Lista,barrio de salamanca
735100,planta 3,exterior,2,96.0,1,0,Recoletos,barrio de salamanca
575000,planta 5,exterior,3,140.0,1,1,Guindalera,barrio de salamanca
549000,planta 2,exterior,3,95.0,1,0,Guindalera,barrio de salamanca
369000,planta 3,interior,2,59.0,1,0,Lista,barrio de salamanca
1250000,planta 3,interior,2,117.0,1,0,Recoletos,barrio de salamanca
1315000,planta 2,exterior,3,178.0,1,0,Recoletos,barrio de salamanca
590000,planta 5,interior,2,90.0,1,0,Goya,barrio de salamanca
787500,planta 1,interior,4,168.0,1,0,Goya,barrio de salamanca
359900,planta 3,exterior,1,68.0,1,0,Goya,barrio de salamanca
778000,planta 6,exterior,3,120.0,1,1,Goya,barrio de salamanca
639000,planta 5,exterior,2,121.0,1,0,Lista,barrio de salamanca
279000,planta 5,interior,1,55.0,1,0,Guindalera,barrio de salamanca
829000,planta 1,interior,4,139.0,1,1,Goya,barrio de salamanca
499000,planta 6,exterior,2,87.0,1,0,Fuente del Berro,barrio de salamanca
720000,planta 1,exterior,5,173.0,1,0,Guindalera,barrio de salamanca
790000,planta 4,exterior,1,115.0,1,0,Castellana,barrio de salamanca
375000,planta 3,interior,1,65.0,1,0,Goya,barrio de salamanca
810000,planta 5,exterior,2,99.0,1,0,Lista,barrio de salamanca
1050000,planta 1,exterior,3,121.0,1,0,Recoletos,barrio de salamanca
299000,planta 1,exterior,1,81.0,1,0,Goya,barrio de salamanca
249000,sotano,interior,2,43.0,1,0,Goya,barrio de salamanca
341000,bajo,interior,2,50.0,1,0,Goya,barrio de salamanca
530000,planta 1,exterior,1,58.0,1,0,Recoletos,barrio de salamanca
630000,planta 2,exterior,2,81.0,1,0,Castellana,barrio de salamanca
290000,planta 5,interior,1,52.0,1,0,Goya,barrio de salamanca
1050000,planta 5,exterior,2,89.0,1,1,Recoletos,barrio de salamanca
398000,semi-sotano,exterior,2,90.0,1,0,Goya,barrio de salamanca
485000,planta 1,exterior,3,102.0,0,0,Guindalera,barrio de salamanca
889000,planta 1,exterior,3,125.0,1,0,Goya,barrio de salamanca
395000,planta 3,interior,1,64.0,0,0,Goya,barrio de salamanca
1275000,planta 3,exterior,4,175.0,1,0,Lista,barrio de salamanca
199000,planta 1,interior,1,50.0,1,0,Guindalera,barrio de salamanca
840000,planta 1,exterior,5,151.0,1,1,Lista,barrio de salamanca
1450000,planta 5,exterior,2,147.0,1,0,Goya,barrio de salamanca
815000,planta 2,exterior,4,159.0,1,0,Lista,barrio de salamanca
975000,planta 3,exterior,3,140.0,1,0,Lista,barrio de salamanca
380000,semi-sotano,interior,2,100.0,1,0,Goya,barrio de salamanca
625000,planta 4,exterior,1,75.0,1,0,Recoletos,barrio de salamanca
525000,planta 5,exterior,2,68.0,1,0,Recoletos,barrio de salamanca
310000,bajo,exterior,2,62.0,1,0,Fuente del Berro,barrio de salamanca
989000,planta 5,exterior,5,154.0,1,0,Goya,barrio de salamanca
735000,planta 1,interior,2,115.0,1,0,Recoletos,barrio de salamanca
360000,entreplanta,exterior,2,71.0,1,0,Lista,barrio de salamanca
923260,bajo,exterior,4,168.0,0,0,Goya,barrio de salamanca
1150000,entreplanta,exterior,4,211.0,1,0,Recoletos,barrio de salamanca
895000,planta 6,exterior,2,107.0,1,0,Castellana,barrio de salamanca
448700,planta 1,interior,2,93.0,1,0,Goya,barrio de salamanca
295000,bajo,,3,164.0,0,0,Guindalera,barrio de salamanca
260000,planta 5,exterior,1,39.0,1,0,Fuente del Berro,barrio de salamanca
435000,planta 4,interior,2,71.0,1,0,Goya,barrio de salamanca
420000,semi-sotano,exterior,2,107.0,1,0,Recoletos,barrio de salamanca
780000,planta 1,interior,2,69.0,1,1,Goya,barrio de salamanca
275000,planta 2,exterior,1,71.0,1,0,Fuente del Berro,barrio de salamanca
875000,planta 6,exterior,3,114.0,1,0,Lista,barrio de salamanca
785000,planta 1,exterior,2,110.0,1,0,Recoletos,barrio de salamanca
900000,planta 6,exterior,2,116.0,1,0,Goya,barrio de salamanca
355000,planta 2,interior,2,55.0,1,0,Castellana,barrio de salamanca
700000,planta 5,exterior,1,65.0,1,0,Recoletos,barrio de salamanca
510000,bajo,interior,3,120.0,1,0,Goya,barrio de salamanca
385000,bajo,exterior,1,80.0,1,1,Goya,barrio de salamanca
1300000,planta 1,exterior,6,286.0,1,0,Fuente del Berro,barrio de salamanca
335000,entreplanta,exterior,2,63.0,1,0,Guindalera,barrio de salamanca
439000,planta 2,interior,2,55.0,0,0,Lista,barrio de salamanca
875000,planta 2,interior,3,111.0,1,0,Goya,barrio de salamanca
390000,planta 4,interior,2,50.0,1,0,Lista,barrio de salamanca
1300000,planta 4,exterior,2,119.0,1,0,Recoletos,barrio de salamanca
795000,planta 2,exterior,3,140.0,1,0,Goya,barrio de salamanca
795000,planta 1,exterior,3,140.0,1,0,Goya,barrio de salamanca
770000,planta 1,interior,2,115.0,1,0,Recoletos,barrio de salamanca
420000,planta 1,interior,2,60.0,1,0,Castellana,barrio de salamanca
310000,planta 3,exterior,2,55.0,1,0,Goya,barrio de salamanca
495000,planta 6,exterior,3,105.0,1,0,Guindalera,barrio de salamanca
420000,planta 3,interior,3,61.0,1,0,Castellana,barrio de salamanca
420000,planta 3,interior,3,62.0,1,0,Castellana,barrio de salamanca
1390000,planta 6,exterior,2,190.0,1,0,Lista,barrio de salamanca
445000,bajo,interior,1,61.0,1,0,Recoletos,barrio de salamanca
460000,planta 2,interior,1,61.0,1,0,Castellana,barrio de salamanca
449000,planta 3,exterior,2,79.0,1,0,Goya,barrio de salamanca
760000,planta 3,exterior,2,101.0,1,0,Lista,barrio de salamanca
1198000,planta 4,exterior,2,150.0,1,0,Goya,barrio de salamanca
457000,bajo,interior,2,78.0,1,0,Goya,barrio de salamanca
725000,planta 3,exterior,2,67.0,1,0,Recoletos,barrio de salamanca
1245000,planta 4,exterior,3,150.0,1,0,Castellana,barrio de salamanca
595000,planta 1,exterior,2,106.0,1,0,Lista,barrio de salamanca
435000,planta 1,interior,1,58.0,1,0,Castellana,barrio de salamanca
1360000,planta 3,exterior,3,184.0,1,0,Goya,barrio de salamanca
630000,planta 4,interior,3,100.0,1,0,Goya,barrio de salamanca
180000,bajo,exterior,1,45.0,0,0,Fuente del Berro,barrio de salamanca
580000,planta 7,interior,2,91.0,1,0,Lista,barrio de salamanca
258000,bajo,exterior,1,65.0,0,0,Guindalera,barrio de salamanca
630000,planta 3,interior,2,80.0,1,0,Goya,barrio de salamanca
215000,semi-sotano,interior,2,44.0,0,0,Goya,barrio de salamanca
750000,planta 2,interior,2,75.0,1,0,Recoletos,barrio de salamanca
500000,planta 1,exterior,3,86.0,1,0,Goya,barrio de salamanca
480000,planta 1,exterior,2,70.0,1,0,Lista,barrio de salamanca
190000,bajo,interior,1,35.0,0,0,Goya,barrio de salamanca
229000,sotano,interior,2,31.0,1,0,Goya,barrio de salamanca
180000,bajo,exterior,2,35.0,1,0,Goya,barrio de salamanca
650000,planta 1,exterior,4,165.0,1,1,Guindalera,barrio de salamanca
750000,chalet,exterior,4,131.0,0,1,Guindalera,barrio de salamanca
839000,planta 2,exterior,2,75.0,0,0,Recoletos,barrio de salamanca
450000,planta 1,exterior,3,90.0,1,0,Fuente del Berro,barrio de salamanca
430500,planta 1,,4,108.0,0,0,Guindalera,barrio de salamanca
380000,semi-sotano,exterior,2,99.0,1,0,Goya,barrio de salamanca
1425000,planta 2,exterior,5,194.0,1,1,Recoletos,barrio de salamanca
790000,planta 2,exterior,3,142.0,1,0,Goya,barrio de salamanca
680000,planta 4,interior,4,109.0,1,0,Lista,barrio de salamanca
649000,planta 7,exterior,4,154.0,1,0,Guindalera,barrio de salamanca
500000,planta 2,exterior,1,60.0,1,1,Fuente del Berro,barrio de salamanca
1200000,planta 5,exterior,2,120.0,1,0,Castellana,barrio de salamanca
230000,bajo,interior,1,36.0,1,0,Goya,barrio de salamanca
940000,planta 3,exterior,3,129.0,1,0,Goya,barrio de salamanca
835000,entreplanta,interior,5,145.0,1,0,Castellana,barrio de salamanca
670000,planta 2,interior,4,120.0,1,1,Fuente del Berro,barrio de salamanca
340000,planta 2,interior,1,71.0,1,0,Goya,barrio de salamanca
365000,planta 2,interior,1,51.0,1,0,Castellana,barrio de salamanca
250000,planta 1,interior,1,40.0,1,0,Goya,barrio de salamanca
820000,planta 4,exterior,4,115.0,1,0,Lista,barrio de salamanca
730000,planta 5,exterior,4,180.0,1,0,Guindalera,barrio de salamanca
520000,bajo,exterior,3,130.0,1,0,Fuente del Berro,barrio de salamanca
630000,planta 3,interior,2,92.0,1,0,Goya,barrio de salamanca
670000,planta 6,exterior,2,105.0,1,0,Goya,barrio de salamanca
435000,planta 1,interior,2,47.0,1,0,Castellana,barrio de salamanca
475000,bajo,exterior,1,96.0,1,0,Fuente del Berro,barrio de salamanca
690000,planta 6,interior,1,83.0,1,0,Recoletos,barrio de salamanca
245000,entreplanta,exterior,1,52.0,1,0,Fuente del Berro,barrio de salamanca
1200000,planta 4,exterior,5,195.0,1,1,Recoletos,barrio de salamanca
165000,bajo,exterior,1,30.0,1,0,Fuente del Berro,barrio de salamanca
550000,planta 3,exterior,2,84.0,1,0,Goya,barrio de salamanca
495000,planta 1,exterior,2,70.0,1,0,Goya,barrio de salamanca
1250000,planta 3,exterior,3,206.0,1,0,Goya,barrio de salamanca
398500,bajo,exterior,2,62.0,1,0,Goya,barrio de salamanca
330000,planta 3,interior,1,40.0,0,0,Goya,barrio de salamanca
444000,planta 6,exterior,4,106.0,1,0,Guindalera,barrio de salamanca
448700,planta 1,interior,3,93.0,1,0,Goya,barrio de salamanca
450000,planta 6,interior,1,55.0,1,0,Recoletos,barrio de salamanca
729000,planta 2,exterior,2,100.0,1,0,Goya,barrio de salamanca
675000,planta 5,exterior,1,78.0,1,1,Goya,barrio de salamanca
269000,semi-sotano,exterior,3,77.0,1,0,Goya,barrio de salamanca
269000,planta 4,interior,2,58.0,0,0,Fuente del Berro,barrio de salamanca
940000,planta 3,exterior,3,186.0,1,1,Goya,barrio de salamanca
1145000,planta 4,exterior,4,250.0,1,1,Guindalera,barrio de salamanca
620000,planta 1,exterior,3,126.0,0,0,Guindalera,barrio de salamanca
315000,planta 4,interior,1,52.0,1,0,Fuente del Berro,barrio de salamanca
610000,planta 4,exterior,2,82.0,1,0,Goya,barrio de salamanca
1340000,planta 3,exterior,3,125.0,1,0,Recoletos,barrio de salamanca
175000,entreplanta,exterior,3,125.0,1,0,Fuente del Berro,barrio de salamanca
655000,planta 1,exterior,2,115.0,1,0,Goya,barrio de salamanca
978000,planta 3,exterior,5,224.0,1,0,Lista,barrio de salamanca
257000,planta 3,interior,1,45.0,1,0,Fuente del Berro,barrio de salamanca
960000,planta 2,exterior,1,90.0,1,0,Recoletos,barrio de salamanca
505000,planta 4,interior,2,97.0,1,0,Lista,barrio de salamanca
215000,planta 1,interior,2,35.0,0,0,Fuente del Berro,barrio de salamanca
630000,planta 3,interior,2,90.0,1,0,Goya,barrio de salamanca
495000,planta 5,interior,3,105.0,1,0,Lista,barrio de salamanca
825000,planta -1,exterior,2,105.0,1,0,Recoletos,barrio de salamanca
1185000,planta 5,exterior,4,171.0,1,0,Guindalera,barrio de salamanca
599800,bajo,exterior,2,97.0,1,0,Lista,barrio de salamanca
335000,planta 1,exterior,2,62.0,1,0,Guindalera,barrio de salamanca
670000,planta 3,exterior,4,154.0,1,1,Guindalera,barrio de salamanca
430500,planta 1,exterior,4,96.0,1,0,Guindalera,barrio de salamanca
448700,bajo,exterior,4,91.0,1,0,Goya,barrio de salamanca
249000,bajo,interior,1,52.0,1,0,Goya,barrio de salamanca
557500,planta 4,exterior,3,98.0,1,0,Goya,barrio de salamanca
1150000,planta 6,exterior,2,125.0,1,1,Goya,barrio de salamanca
575000,planta 9,exterior,2,60.0,1,0,Recoletos,barrio de salamanca
820000,planta 1,exterior,4,159.0,1,0,Goya,barrio de salamanca
365000,sotano,interior,2,59.0,0,0,Goya,barrio de salamanca
950000,planta 6,exterior,3,127.0,1,0,Lista,barrio de salamanca
300000,planta 4,interior,3,63.0,1,0,Fuente del Berro,barrio de salamanca
